esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
6172610,22/9/2015 20:22,37.6,331.3,-22.5,3.689,3.675,35,33,16.97,51.02
1816036,23/9/2015 19:08,37.6,331.3,-22.5,3.689,3.675,35,33,16.98,51.06
4223288,24/9/2015 15:03,37.6,331.3,-22.5,3.689,3.675,35,33,17,51.12
5953142,24/9/2015 20:24,37.6,331.3,-22.5,3.689,3.675,35,33,17.02,51.17
8068842,25/9/2015 14:55,37.6,331.4,-22.5,3.69,3.674,35,33,17.04,51.22
4973729,25/9/2015 19:43,37.6,331.4,-22.5,3.69,3.675,35,33,17.05,51.27
9644087,28/9/2015 15:50,37.6,331.3,-22.5,3.69,3.676,35,33,17.07,51.32
9771407,28/9/2015 20:43,37.6,331.4,-22.5,3.69,3.675,35,33,17.09,51.37
6564940,29/9/2015 15:14,37.6,331.4,-22.5,3.69,3.676,35,33,17.1,51.42
6668098,30/9/2015 15:53,38,331.4,-22.5,3.69,3.676,35,33,17.12,51.49
1551705,1/10/2015 15:02,38,331.4,-22.5,3.69,3.676,35,33,17.14,51.54
1261345,2/10/2015 20:10,38,331.4,-22.5,3.69,3.676,35,33,17.16,51.59
2580459,24/8/2015 19:46,38,331.4,-22.5,3.691,3.675,35,33,17.17,51.64
7739891,25/8/2015 19:47,38,331.4,-22.5,3.69,3.676,35,33,17.19,51.69
9900336,28/8/2015 20:05,38,331.4,-22.5,3.691,3.676,35,33,17.21,51.74
6444804,31/8/2015 19:37,38,331.4,-22.5,3.691,3.676,35,33,17.22,51.79
1644680,1/9/2015 19:52,38,331.6,-22.5,3.69,3.677,35,33,17.24,51.84
3075742,2/9/2015 19:56,38,331.6,-22.5,3.691,3.676,35,33,17.26,51.89
9757229,8/9/2015 18:14,38,331.4,-22.5,3.692,3.676,35,33,17.27,51.94
5882422,9/9/2015 20:58,38,331.6,-22.5,3.691,3.677,35,33,17.29,51.99
1041671,10/9/2015 20:21,38.4,331.6,-22.5,3.691,3.677,35,33,17.31,52.05
8270693,14/9/2015 21:15,38.4,331.6,-22.5,3.692,3.678,35,33,17.33,52.1
7742438,16/9/2015 20:48,38.4,331.6,-22.5,3.691,3.677,35,33,17.35,52.15
9583732,17/9/2015 20:17,38.4,331.6,-22.5,3.692,3.677,35,33,17.36,52.21
3135155,18/9/2015 21:13,38.4,331.6,-22.5,3.693,3.678,35,33,17.38,52.26
7302524,21/9/2015 20:36,38.4,331.6,-22.5,3.692,3.678,35,33,17.4,52.3
9470169,23/9/2015 21:06,38.4,331.6,-22.5,3.693,3.678,35,33,17.41,52.35
7422046,24/9/2015 20:39,38.4,331.6,-22.5,3.693,3.678,35,33,17.43,52.4
4127268,28/9/2015 21:08,38.4,331.6,-22.5,3.693,3.678,35,33,17.45,52.45
6364973,29/9/2015 21:20,38.4,331.7,-22.5,3.692,3.679,35,33,17.46,52.5
1126904,30/9/2015 21:26,38.8,331.7,-22.5,3.692,3.678,35,33,17.48,52.55
8814963,1/10/2015 18:47,38.8,331.6,-22.5,3.693,3.679,35,33,17.5,52.6
5902992,12/3/2015 21:17,38.8,331.7,-22.5,3.693,3.679,35,33,17.52,52.67
4835360,13/3/2015 16:16,38.8,331.7,-22.5,3.693,3.679,35,33,17.53,52.72
2575128,16/3/2015 20:29,38.8,331.7,-22.5,3.693,3.679,35,33,17.55,52.77
9140649,17/3/2015 20:20,38.8,331.7,-22.5,3.694,3.679,35,33,17.57,52.82
6123173,23/3/2015 19:38,38.8,331.7,-22.5,3.694,3.679,35,33,17.58,52.87
3992489,24/3/2015 20:50,38.8,331.7,-22.5,3.694,3.679,35,33,17.6,52.92
2687253,26/3/2015 17:14,38.8,331.7,-22.5,3.694,3.679,35,33,17.62,52.97
7333844,27/3/2015 21:38,38.8,331.7,-22.5,3.693,3.68,35,33,17.63,53.02
9889360,30/3/2015 18:19,38.8,331.7,-22.5,3.694,3.679,35,33,17.65,53.07
6219272,31/3/2015 17:58,39.2,331.7,-22.5,3.694,3.679,35,33,17.67,53.12
2376943,1/4/2015 15:56,39.2,331.9,-22.5,3.694,3.679,35,33,17.68,53.17
7029494,6/4/2015 19:09,39.2,331.7,-22.5,3.694,3.68,35,33,17.71,53.23
4781283,7/4/2015 20:01,39.2,331.9,-22.5,3.695,3.68,35,33,17.72,53.28
3154945,8/4/2015 20:00,39.2,331.9,-22.5,3.694,3.68,35,33,17.74,53.33
3621326,13/4/2015 21:04,39.2,331.9,-22.5,3.696,3.681,35,33,17.76,53.38
6501838,16/4/2015 21:05,39.2,331.9,-22.5,3.695,3.68,35,33,17.77,53.43
9895550,20/4/2015 20:06,39.2,331.9,-22.5,3.695,3.681,35,33,17.79,53.48
1675386,21/4/2015 21:41,39.2,331.9,-22.5,3.696,3.68,35,33,17.81,53.53
2300075,23/4/2015 19:55,39.2,331.9,-22.5,3.696,3.681,35,33,17.82,53.59
8786192,24/4/2015 16:15,39.2,331.9,-22.5,3.696,3.682,35,33,17.83,53.63
9507522,27/4/2015 20:26,39.6,331.9,-22.5,3.697,3.681,35,33,17.86,53.68
9133364,28/4/2015 20:06,39.6,332.1,-22.5,3.697,3.682,35,33,17.87,53.73
1480355,29/4/2015 20:21,39.6,332.1,-22.5,3.696,3.681,35,33,17.89,53.8
8603180,4/5/2015 20:41,39.6,332.1,-22.5,3.696,3.681,35,33,17.91,53.85
9800105,5/5/2015 16:55,39.6,332.1,-22.5,3.697,3.681,35,33,17.93,53.89
3042067,7/5/2015 21:12,39.6,332.1,-22.5,3.696,3.682,35,33,17.94,53.94
9321489,8/5/2015 21:39,39.6,332.1,-22.5,3.697,3.682,35,33,17.96,53.99
4558412,11/5/2015 21:54,39.6,332.1,-22.5,3.698,3.683,35,33,17.98,54.05
3684429,13/5/2015 20:11,39.6,332.1,-22.5,3.696,3.682,35,33,17.99,54.1
9125301,14/5/2015 21:35,39.6,332.2,-22.5,3.697,3.682,35,33,18.01,54.15
9958954,15/5/2015 20:01,40,332.1,-22.5,3.698,3.682,35,33,18.03,54.2
1074699,20/5/2015 21:23,40,332.1,-22.5,3.697,3.682,35,33,18.04,54.25
6294798,21/5/2015 20:41,40,332.1,-22.5,3.697,3.682,35,33,18.06,54.3
4109262,26/5/2015 21:55,40,332.1,-22.5,3.697,3.682,35,33,18.08,54.36
2671816,1/6/2015 17:50,40,332.2,-22.5,3.698,3.682,35,33,18.1,54.41
6367170,2/6/2015 20:05,40,332.2,-22.5,3.698,3.683,35,33,18.11,54.46
1255791,3/6/2015 14:47,40,332.2,-22.5,3.699,3.684,35,33,18.13,54.51
8889678,4/6/2015 22:53,40,332.2,-22.5,3.699,3.684,35,33,18.15,54.56
3985909,8/6/2015 21:25,40,332.2,-22.5,3.698,3.684,35,33,18.17,54.61
4285519,10/6/2015 17:18,40,332.2,-22.5,3.699,3.684,35,33,18.18,54.66
7542435,12/6/2015 16:54,40,332.2,-22.5,3.699,3.684,35,33,18.19,54.71
4506145,15/6/2015 17:52,40.4,332.2,-22.5,3.7,3.684,35,33,18.22,54.76
5569374,16/6/2015 18:45,40.4,332.4,-22.5,3.699,3.684,35,33,18.23,54.81
9585613,17/6/2015 19:38,40.4,332.2,-22.5,3.7,3.684,35,33,18.24,54.86
6230955,18/6/2015 20:08,40.4,332.4,-22.5,3.699,3.684,35,33,18.27,54.93
1375196,19/6/2015 20:26,40.4,332.4,-22.5,3.699,3.685,35,33,18.29,54.98
4110012,22/6/2015 17:01,40.4,332.4,-22.5,3.701,3.685,35,33,18.3,55.03
3502017,23/6/2015 20:09,40.4,332.4,-22.5,3.7,3.685,35,33,18.32,55.08
8700916,24/6/2015 20:05,40.4,332.4,-22.5,3.7,3.685,35,33,18.34,55.13
5946026,7/7/2015 20:11,40.4,332.4,-22.5,3.7,3.685,35,33,18.35,55.18
6524983,9/7/2015 20:53,40.4,332.4,-22.5,3.7,3.686,35,33,18.37,55.25
9090272,10/7/2015 19:40,40.8,332.4,-22.5,3.701,3.686,35,33,18.39,55.3
8062806,10/7/2015 20:41,40.8,332.4,-22.5,3.701,3.685,35,33,18.4,55.32
7275549,13/7/2015 20:50,40.8,332.4,-22.5,3.7,3.686,35,33,18.42,55.37
8346420,14/7/2015 20:09,40.8,332.4,-22.5,3.702,3.686,35,33,18.44,55.45
6978159,14/7/2015 18:52,40.8,332.4,-22.5,3.701,3.685,35,33,18.46,55.49
3697867,14/7/2015 19:37,40.8,332.4,-22.5,3.702,3.686,35,33,18.47,55.54
7809291,14/7/2015 20:21,40.8,332.5,-22.5,3.702,3.686,35,33,18.49,55.59
5452927,15/7/2015 21:22,40.8,332.5,-22.5,3.702,3.686,35,33,18.51,55.64
6994949,16/7/2015 20:29,40.8,332.5,-22.5,3.702,3.687,35,33,18.53,55.71
8465670,17/7/2015 20:15,40.8,332.5,-22.5,3.702,3.686,35,33,18.55,55.76
9714809,20/7/2015 20:14,40.8,332.5,-22.5,3.702,3.687,35,33,18.56,55.81
9149431,21/7/2015 20:36,41.2,332.5,-22.5,3.704,3.687,35,33,18.58,55.86
5978815,22/7/2015 20:02,41.2,332.7,-22.5,3.703,3.687,35,33,18.6,55.91
4124524,23/7/2015 21:38,41.2,332.5,-22.5,3.702,3.687,35,33,18.61,55.96
1404956,24/7/2015 21:47,41.2,332.7,-22.5,3.703,3.687,35,33,18.63,56.01
2238543,27/7/2015 20:01,41.2,332.7,-22.5,3.703,3.687,35,33,18.65,56.06
5038957,29/7/2015 20:02,41.2,332.5,-22.5,3.704,3.687,35,33,18.66,56.11
7066893,30/7/2015 21:33,41.2,332.7,-22.5,3.703,3.687,35,33,18.68,56.16
9207150,31/7/2015 20:41,41.2,332.7,-22.5,3.704,3.688,35,33,18.7,56.21
6251729,3/8/2015 20:27,41.2,332.7,-22.5,3.704,3.688,35,33,18.72,56.27
4899209,4/8/2015 21:45,41.2,332.7,-22.5,3.704,3.688,35,33,18.73,56.32
6621911,5/8/2015 22:02,41.6,332.7,-22.5,3.704,3.688,35,33,18.75,56.37
5637687,7/8/2015 14:32,41.6,332.7,-22.5,3.704,3.689,35,33,18.77,56.42
2107960,7/8/2015 19:31,41.6,332.8,-22.5,3.705,3.689,35,33,18.78,56.47
2533094,10/8/2015 21:02,41.6,332.7,-22.5,3.704,3.689,35,33,18.8,56.52
1560322,11/8/2015 20:06,41.6,332.7,-22.5,3.705,3.689,35,33,18.82,56.58
2733475,12/8/2015 21:32,41.6,332.8,-22.5,3.706,3.69,35,33,18.83,56.63
4267415,14/8/2015 20:22,41.6,332.7,-22.5,3.705,3.689,35,33,18.85,56.68
7933206,17/8/2015 21:42,41.6,332.8,-22.5,3.705,3.689,35,33,18.87,56.73
7335594,18/8/2015 21:15,41.6,332.8,-22.5,3.706,3.689,35,33,18.89,56.79
3967963,19/8/2015 15:39,41.6,332.8,-22.5,3.706,3.69,35,33,18.91,56.84
6415647,25/8/2015 20:48,41.6,332.8,-22.5,3.706,3.69,35,33,18.92,56.89
4671482,26/8/2015 20:39,42,332.8,-22.5,3.706,3.689,35,33,18.94,56.94
4611175,27/8/2015 20:11,42,332.8,-22.5,3.706,3.69,35,33,18.96,56.99
2791340,28/8/2015 17:10,42,333,-22.5,3.706,3.69,35,33,18.97,57.04
9997392,28/8/2015 18:36,42,332.8,-22.5,3.706,3.69,35,33,18.99,57.09
6909514,1/9/2015 21:54,42,333,-22.5,3.707,3.69,35,33,19.01,57.14
4995811,2/9/2015 21:21,42,332.8,-22.5,3.707,3.691,35,33,19.02,57.19
2688677,3/9/2015 20:46,42,333,-22.5,3.707,3.691,35,33,19.03,57.24
3212249,8/9/2015 21:32,42,333,-22.5,3.707,3.69,35,33,19.06,57.31
5672536,9/9/2015 21:13,42,333,-22.5,3.708,3.691,35,33,19.08,57.35
1212238,10/9/2015 21:02,42,333,-22.5,3.708,3.691,35,33,19.09,57.4
9815833,11/9/2015 20:53,42.4,333,-22.5,3.708,3.692,35,33,19.11,57.45
8133539,14/9/2015 20:41,42.4,333,-22.5,3.708,3.692,35,33,19.13,57.5
2387693,15/9/2015 18:47,42.4,333,-22.5,3.708,3.692,35,33,19.14,57.55
6471451,16/9/2015 19:31,42.4,333.2,-22.5,3.708,3.692,35,33,19.16,57.6
4490531,23/9/2015 20:56,42.4,333,-22.5,3.709,3.692,35,33,19.18,57.65
3277106,25/9/2015 20:22,42.4,333.2,-22.5,3.709,3.692,35,33,19.19,57.7
9129938,29/9/2015 20:01,42.4,333.2,-22.5,3.709,3.692,35,33,19.21,57.77
1336855,1/10/2015 18:49,42.4,333.2,-22.5,3.709,3.693,35,33,19.23,57.82
2676045,1/10/2015 21:59,42.4,333.2,-22.5,3.709,3.692,35,33,19.25,57.87
6025557,15/1/2015 20:15,42.4,333.2,-22.5,3.71,3.693,35,33,19.26,57.92
1718597,16/1/2015 19:47,42.4,333.2,-22.5,3.71,3.693,35,33,19.28,57.97
2031717,20/1/2015 15:29,42.8,333.2,-22.5,3.71,3.693,35,33,19.3,58.02
1690867,25/2/2015 17:35,42.8,333.3,-22.5,3.71,3.693,35,33,19.32,58.07
8858751,6/3/2015 16:37,42.8,333.2,-22.5,3.711,3.693,35,33,19.33,58.12
1658726,13/3/2015 18:32,42.8,333.3,-22.5,3.711,3.693,35,33,19.35,58.17
8528273,25/3/2015 12:27,42.8,333.3,-22.5,3.71,3.693,35,33,19.37,58.24
4579191,1/4/2015 16:28,42.8,333.3,-22.5,3.71,3.694,35,33,19.39,58.29
5700496,6/4/2015 13:30,42.8,333.3,-22.5,3.711,3.694,35,33,19.4,58.34
8667580,8/4/2015 14:18,42.8,333.3,-22.5,3.711,3.695,35,33,19.42,58.39
6724987,9/4/2015 15:29,42.8,333.3,-22.5,3.712,3.694,35,33,19.44,58.44
2173547,10/4/2015 15:40,42.8,333.3,-22.5,3.711,3.694,35,33,19.45,58.49
8775911,15/4/2015 19:35,42.8,333.3,-22.5,3.712,3.694,35,33,19.47,58.54
6807814,16/4/2015 19:54,43.2,333.5,-22.5,3.712,3.695,35,33,19.49,58.59
5825584,17/4/2015 13:58,43.2,333.5,-22.5,3.711,3.694,35,33,19.5,58.64
5829577,22/4/2015 19:52,43.2,333.5,-22.5,3.712,3.695,35,33,19.52,58.7
8285213,23/4/2015 16:22,43.2,333.5,-22.5,3.712,3.695,35,33,19.54,58.75
7416366,23/4/2015 18:52,43.2,333.5,-22.5,3.712,3.696,35,33,19.56,58.8
1750255,24/4/2015 18:48,43.2,333.5,-22.5,3.713,3.695,35,33,19.57,58.85
2414250,27/4/2015 15:07,43.2,333.6,-22.5,3.713,3.696,35,33,19.59,58.9
1357616,29/4/2015 13:41,43.2,333.5,-22.5,3.713,3.695,35,33,19.61,58.95
8245844,29/4/2015 18:52,43.2,333.5,-22.5,3.713,3.697,35,33,19.62,59
8617674,4/5/2015 20:14,43.2,333.6,-22.5,3.713,3.696,35,33,19.64,59.05
3200104,6/5/2015 19:03,43.6,333.5,-22.5,3.714,3.697,35,33,19.66,59.1
2700843,7/5/2015 19:38,43.6,333.6,-22.5,3.714,3.697,35,33,19.68,59.17
9373884,8/5/2015 18:30,43.6,333.6,-22.5,3.714,3.696,35,33,19.7,59.21
3117909,11/5/2015 14:30,43.6,333.6,-22.5,3.714,3.696,35,33,19.71,59.26
7233969,13/5/2015 15:06,43.6,333.6,-22.5,3.714,3.697,35,33,19.73,59.31
2872999,14/5/2015 14:48,43.6,333.6,-22.5,3.714,3.697,36,33,19.75,59.36
3588242,18/5/2015 19:53,43.6,333.6,-22.5,3.715,3.697,36,34,19.76,59.41
1601383,20/5/2015 18:46,43.6,333.6,-22.5,3.715,3.698,36,34,19.78,59.46
3735507,21/5/2015 14:35,43.6,333.8,-22.5,3.715,3.698,36,34,19.8,59.51
1407127,21/5/2015 19:58,43.6,333.6,-22.5,3.715,3.697,36,33,19.82,59.58
3059243,26/5/2015 19:44,43.6,333.6,-22.5,3.715,3.698,36,34,19.83,59.63
9618511,27/5/2015 15:32,44,333.8,-22.5,3.716,3.698,36,34,19.85,59.68
2972699,28/5/2015 13:49,44,333.8,-22.5,3.716,3.699,36,34,19.87,59.73
6062971,29/5/2015 13:55,44,333.8,-22.5,3.716,3.698,36,34,19.88,59.78
6851120,1/6/2015 16:23,44,333.8,-22.5,3.716,3.699,36,34,19.9,59.83
8386846,4/6/2015 14:04,44,333.8,-22.5,3.717,3.699,36,34,19.92,59.88
7132173,4/6/2015 18:43,44,333.8,-22.5,3.717,3.698,36,34,19.93,59.93
6439910,5/6/2015 15:14,44,333.8,-22.5,3.717,3.699,36,34,19.95,59.98
7457011,8/6/2015 14:32,44,333.8,-22.5,3.718,3.7,36,34,19.97,60.05
9527421,10/6/2015 14:10,44,333.9,-22.5,3.717,3.7,36,34,19.99,60.1
9896500,11/6/2015 15:15,44,333.9,-22.5,3.718,3.7,36,34,20.01,60.15
5989562,12/6/2015 13:36,44.4,333.9,-22.5,3.717,3.699,36,34,20.02,60.2
6884824,12/6/2015 18:13,44.4,333.9,-22.5,3.717,3.7,36,34,20.04,60.25
6023290,15/6/2015 17:17,44.4,333.9,-22.5,3.718,3.7,36,34,20.06,60.31
6423844,18/6/2015 20:04,44.4,333.9,-22.5,3.718,3.7,36,34,20.07,60.35
3857488,19/6/2015 15:33,44.4,333.9,-22.5,3.718,3.7,36,34,20.09,60.41
8743977,24/6/2015 20:07,44.4,334.1,-22.5,3.719,3.7,36,34,20.11,60.46
4279497,25/6/2015 15:05,44.4,333.9,-22.5,3.719,3.7,36,34,20.13,60.51
5045295,6/7/2015 15:05,44.4,334.1,-22.5,3.72,3.701,36,34,20.14,60.56
9880417,9/7/2015 19:57,44.4,334.1,-22.5,3.719,3.701,36,34,20.16,60.61
6805893,10/7/2015 15:27,44.4,334.1,-22.5,3.72,3.701,36,34,20.18,60.66
1110654,13/7/2015 20:01,44.4,334.1,-22.5,3.72,3.702,36,34,20.19,60.72
3233105,15/7/2015 19:40,44.8,334.1,-22.5,3.721,3.701,36,34,20.21,60.78
6226785,16/7/2015 13:30,44.8,334.1,-22.5,3.72,3.702,36,34,20.24,60.83
3832752,20/7/2015 15:15,44.8,334.1,-22.5,3.721,3.702,36,34,20.25,60.88
8334038,22/7/2015 15:10,44.8,334.1,-22.5,3.72,3.702,36,34,20.26,60.93
3545322,23/7/2015 19:56,44.8,334.2,-22.5,3.721,3.703,36,34,20.29,60.98
1843168,24/7/2015 18:27,44.8,334.2,-22.5,3.722,3.703,36,34,20.3,61.03
4142358,27/7/2015 19:04,44.8,334.2,-22.5,3.722,3.703,36,34,20.31,61.07
8557649,29/7/2015 19:01,44.8,334.2,-22.5,3.722,3.703,36,34,20.33,61.12
5451498,5/8/2015 14:23,44.8,334.2,-22.5,3.722,3.703,36,34,20.36,61.2
4250277,5/8/2015 20:04,44.8,334.2,-22.5,3.722,3.703,36,34,20.37,61.25
8769669,6/8/2015 19:31,45.2,334.2,-22.5,3.722,3.703,36,34,20.39,61.3
5967021,7/8/2015 17:40,45.2,334.2,-22.5,3.722,3.703,36,34,20.4,61.34
5204762,10/8/2015 20:23,45.2,334.4,-22.5,3.724,3.704,36,34,20.43,61.41
2917209,12/8/2015 20:01,45.2,334.4,-22.5,3.723,3.704,36,34,20.44,61.46
5394131,13/8/2015 13:39,45.2,334.4,-22.5,3.723,3.704,36,34,20.46,61.51
3787349,13/8/2015 19:52,45.2,334.4,-22.5,3.723,3.704,36,34,20.47,61.56
2748453,14/8/2015 19:52,45.2,334.4,-22.5,3.724,3.705,36,34,20.49,61.61
9797634,17/8/2015 19:15,45.2,334.4,-22.5,3.723,3.705,36,34,20.51,61.66
5531772,19/8/2015 15:17,45.2,334.4,-22.5,3.724,3.705,36,34,20.52,61.71
7785588,21/8/2015 19:02,45.2,334.6,-22.5,3.724,3.704,36,34,20.54,61.76
2369739,24/8/2015 19:30,45.6,334.6,-22.5,3.724,3.706,36,34,20.56,61.81
9713675,26/8/2015 19:23,45.6,334.6,-22.5,3.725,3.706,36,34,20.58,61.87
3373978,27/8/2015 19:57,45.6,334.6,-22.5,3.725,3.705,36,34,20.59,61.92
5478194,28/8/2015 15:12,45.6,334.6,-22.5,3.725,3.705,36,34,20.62,61.97
2623814,31/8/2015 15:21,45.6,334.6,-22.5,3.725,3.707,36,34,20.63,62.02
8410552,1/9/2015 20:03,45.6,334.6,-22.5,3.726,3.706,36,34,20.65,62.1
8571933,2/9/2015 19:39,45.6,334.6,-22.5,3.726,3.705,36,34,20.67,62.12
9439604,4/9/2015 15:00,45.6,334.6,-22.5,3.726,3.706,36,34,20.68,62.17
5330202,9/9/2015 16:01,45.6,334.7,-22.5,3.726,3.706,36,34,20.7,62.22
1256513,10/9/2015 19:22,45.6,334.7,-22.5,3.727,3.707,36,34,20.72,62.29
1759817,16/9/2015 19:38,45.6,334.7,-22.5,3.726,3.707,36,34,20.74,62.34
5268132,18/9/2015 19:10,46,334.7,-22.5,3.726,3.708,36,34,20.75,62.39
8298812,21/9/2015 13:58,46,334.7,-22.5,3.727,3.707,36,34,20.77,62.44
7893802,23/9/2015 19:23,46,334.7,-22.5,3.727,3.708,36,34,20.79,62.5
6344803,25/9/2015 19:21,46,334.9,-22.5,3.726,3.707,36,34,20.81,62.56
6841926,28/9/2015 15:40,46,334.7,-22.5,3.728,3.708,36,34,20.82,62.61
6675184,28/9/2015 18:10,46,334.7,-22.5,3.728,3.708,36,34,20.84,62.66
1619067,30/9/2015 19:32,46,334.9,-22.5,3.728,3.708,36,34,20.86,62.71
3139818,1/10/2015 18:21,46,334.9,-22.5,3.729,3.71,36,34,20.88,62.77
4154424,1/10/2015 20:06,46,334.9,-22.5,3.729,3.709,36,34,20.89,62.81
3561535,2/10/2015 19:04,46,334.9,-22.5,3.729,3.709,36,34,20.91,62.87
6913472,27/1/2015 20:07,46.4,334.9,-22.5,3.729,3.709,36,34,20.93,62.92
3307095,29/1/2015 20:04,46.4,334.9,-22.5,3.729,3.71,36,34,20.95,62.97
2857338,6/2/2015 21:03,46.4,334.9,-22.5,3.73,3.709,36,34,20.96,63.02
3142998,13/2/2015 19:09,46.4,335,-22.5,3.73,3.71,36,34,20.98,63.07
3917056,16/2/2015 17:47,46.4,334.9,-22.5,3.73,3.71,36,34,21,63.14
2179276,17/2/2015 20:41,46.4,335,-22.5,3.73,3.71,36,34,21.02,63.19
1708592,19/2/2015 20:10,46.4,334.9,-22.5,3.731,3.71,36,34,21.03,63.24
4095785,6/3/2015 20:27,46.4,335,-22.5,3.731,3.71,36,34,21.05,63.29
9509605,13/3/2015 15:39,46.4,335,-22.5,3.731,3.711,36,34,21.08,63.35
5444734,16/4/2015 18:04,46.4,335,-22.5,3.731,3.711,36,34,21.08,63.39
5044762,11/5/2015 20:00,46.8,335.2,-22.5,3.732,3.712,36,34,21.1,63.45
5298764,24/7/2015 12:12,46.8,335.2,-22.5,3.732,3.711,36,34,21.12,63.5
4626003,27/7/2015 13:28,46.8,335.2,-22.5,3.732,3.711,36,34,21.14,63.55
1694224,28/7/2015 13:28,46.8,335.2,-22.5,3.733,3.711,36,34,21.16,63.6
5709799,29/7/2015 13:30,46.8,335.2,-22.5,3.733,3.712,36,34,21.17,63.65
5725046,30/7/2015 12:18,46.8,335.2,-22.5,3.732,3.712,36,34,21.19,63.72
6264625,4/8/2015 12:48,46.8,335.2,-22.5,3.733,3.712,36,34,21.21,63.77
6186658,17/8/2015 12:18,46.8,335.3,-22.5,3.733,3.711,36,34,21.23,63.82
4354267,18/8/2015 13:48,46.8,335.2,-22.5,3.734,3.713,36,34,21.24,63.87
5217499,19/8/2015 12:16,46.8,335.3,-22.5,3.734,3.713,36,34,21.26,63.94
9654115,20/8/2015 12:19,46.8,335.3,-22.5,3.734,3.713,36,34,21.28,63.99
6308629,21/8/2015 14:15,47.2,335.3,-22.5,3.734,3.713,36,34,21.3,64.04
8330681,24/8/2015 12:25,47.2,335.3,-22.5,3.735,3.713,36,34,21.31,64.09
7237024,25/8/2015 14:19,47.2,335.3,-22.5,3.734,3.713,36,34,21.33,64.14
7768340,26/8/2015 13:29,47.2,335.5,-22.5,3.736,3.715,36,34,21.35,64.18999
2877984,27/8/2015 13:26,47.2,335.5,-22.5,3.736,3.714,36,34,21.36,64.24
1497996,28/8/2015 13:29,47.2,335.5,-22.5,3.736,3.714,36,34,21.39,64.3
3166684,1/9/2015 12:15,47.2,335.5,-22.5,3.737,3.715,36,34,21.41,64.35
6834846,2/9/2015 13:28,47.2,335.5,-22.5,3.736,3.714,36,34,21.43,64.42
4354197,3/9/2015 13:30,47.2,335.5,-22.5,3.736,3.714,36,34,21.44,64.47
5831697,4/9/2015 14:22,47.2,335.5,-22.5,3.737,3.715,36,34,21.46,64.52
3655295,8/9/2015 13:30,47.6,335.7,-22.5,3.737,3.715,36,34,21.48,64.57
9004691,9/9/2015 13:31,47.6,335.5,-22.5,3.737,3.716,36,34,21.49,64.62
1044216,10/9/2015 12:50,47.6,335.7,-22.5,3.738,3.715,36,34,21.51,64.67
9465843,11/9/2015 13:27,47.6,335.7,-22.5,3.738,3.716,36,34,21.53,64.72
2963572,14/9/2015 13:30,47.6,335.7,-22.5,3.738,3.716,36,34,21.55,64.78
9013018,15/9/2015 13:15,47.6,335.7,-22.5,3.739,3.716,36,34,21.56,64.83
1687523,16/9/2015 12:54,47.6,335.7,-22.5,3.738,3.716,36,34,21.58,64.88
5485294,17/9/2015 13:30,47.6,335.8,-22.5,3.739,3.716,36,34,21.6,64.95
1800903,22/9/2015 13:30,47.6,335.8,-22.5,3.74,3.716,36,34,21.62,65
8873445,23/9/2015 16:40,47.6,335.8,-22.5,3.74,3.717,36,34,21.64,65.05
6171272,24/9/2015 13:30,48,335.8,-22.5,3.74,3.718,36,34,21.65,65.1
8074367,25/9/2015 13:29,48,335.8,-22.5,3.74,3.717,36,34,21.67,65.16
9458057,28/9/2015 13:24,48,335.8,-22.5,3.741,3.718,36,34,21.69,65.21
4489591,29/9/2015 13:30,48,336,-22.5,3.741,3.718,36,34,21.71,65.26
3366302,30/9/2015 13:27,48,335.8,-22.5,3.74,3.718,36,34,21.72,65.32
4596442,1/10/2015 14:45,48,336,-22.5,3.742,3.718,36,34,21.74,65.37
7017207,2/10/2015 13:30,48,336,-22.5,3.742,3.719,36,34,21.76,65.42
9531439,15/1/2015 16:40,48,336,-22.5,3.742,3.719,36,34,21.78,65.48
4756166,7/5/2015 22:43,48,336,-22.5,3.742,3.719,36,34,21.79,65.53
2290411,8/5/2015 12:58,48,336.1,-22.5,3.742,3.719,36,34,21.82,65.58
1957117,11/5/2015 15:49,48.4,336,-22.5,3.743,3.719,36,34,21.84,65.65
8845048,12/5/2015 15:45,48.4,336.1,-22.5,3.744,3.719,36,34,21.85,65.7
6838969,13/5/2015 15:44,48.4,336.1,-22.5,3.743,3.72,36,34,21.87,65.75
1609567,14/5/2015 18:15,48.4,336.1,-22.5,3.743,3.721,36,34,21.89,65.8
2591573,15/5/2015 15:47,48.4,336.1,-22.5,3.744,3.72,36,34,21.9,65.85
3519738,18/5/2015 15:47,48.4,336.3,-22.5,3.744,3.72,36,34,21.92,65.91
8950369,5/6/2015 19:19,48.4,336.1,-22.5,3.745,3.721,36,34,21.94,65.95
8001601,9/6/2015 13:40,48.4,336.1,-22.5,3.744,3.721,36,34,21.96,66.01
7682158,10/6/2015 15:42,48.4,336.3,-22.5,3.745,3.721,36,34,21.97,66.06
8716416,11/6/2015 16:04,48.4,336.3,-22.5,3.745,3.722,36,34,22,66.13
2230641,12/6/2015 14:15,48.8,336.3,-22.5,3.746,3.722,36,34,22.01,66.18
4758378,22/6/2015 16:28,48.8,336.4,-22.5,3.746,3.722,36,34,22.03,66.23
